"id","title","all_content"
11,"大家都是怎麼度過分手後的時光阿","大家 都 是 怎麼 度過 分手 後 的 時光 阿 非 單身 時 總是 有 個人 要 照顧 你 有 個 使命 必達 的 跟 每日 例行公事 但 分手 後 變成 了 一個 人 多 了 很多 的 空閒 時間 在 歇斯底里 完 後 仔細 一想 是不是 要 整理 一個 願望 清單 把 當初 因為 忙 著交 女友 而 沒 時間 做 的 事情 一一 完成 趁 單身 或 還沒 成家立業 時 還有 著 許多 時間 可以 利用 目前 自己 是 瘋狂 的 自己 拿 著 單眼 在 全台 各地 走 跳 雖然 每次 看著 美景 心裡 都 會 想 要是 有個 伴 在 旁邊 也 能 欣賞 就 好 了 但 還是 可以 利用 單眼 記錄 我 當下 看到 的 美景 與 情境 大家 都 是 怎麼 度過 分手 後 的 日子 呢 是 成長 或是 糜爛"
12,"分手第一天夜晚特別長","分手 第一天 夜晚 特別 長 七月 左右 在 板 上 發過 一篇 文 多 走 了 的 三個 月 雖然 不是 百分百 平順 但 中間 每 一個 幸福 的 片刻 我 都 珍惜 著 我 想 我們 都 努力 過了 前一天 還 一起 在 環球 吃 著福勝亭 前一晚 你還 邀請 我 去 你 家過夜 今天 我們 卻 分手 了 不知 怎 的 覺得 來得 好快 花 了 整晚 去 拼湊 原因 我 明白 自己 最終 還是 處理 不好 焦慮 的 情緒 在 你 需要 空間 時 我 總是 顯得 慌亂 急著 想要 尋求 解答 想要 尋求 你 安慰 很 謝謝 你 曾經 努力 配合 我 的 好多 要求 我 任性 的 以 為 擁抱 可以 把 不 愉快 再次 放下 但 你 這次 不再 心軟 了 或許 我們 這次 真的 自由 我 想 也 是 時候 來 重建 自己 價值 了 只是 請 別忘記 你 做 得 很 好 了 給我 將近 一年 的 幸福 別忘了 你 是 最美 的 別 讓 自卑感 迫使 你 繼續 雕塑 自己 了 這是 我 分開 後 最 擔心 的 雖然 你 總能 很 勇敢 的 去 挑戰 但 我 真的 很 捨不得 語無倫次 了 除了 回憶 一直 打轉 以外 其實 心裡 倒 也 挺 平靜 的 分開 也許 沒什麼 吧 你 我 有 成長 就 好 了 也許 吧 各位朋友 分手 後 的 第一天 夜晚 是不是 都 特別 長 呢"
13,"分手復原時間比想像久","分手 復原 時間 比 想像 久 不 知道 po 這裡適 不 適合 手機 排版 抱歉 我 跟 對方 曖昧 約 兩 星期 其中 約會 過 兩次 互動 期間 有點像 熱戀 的 男女朋友 不過 第二次 約會 結束 時因 為 對方 覺得 不 適合 就 結束 了 我 自己 也 有 同樣 感覺 不過 沒想到 兩 星期 的 戀情 分手 後 到 現在 滿 三個 月 也還 沒有 全 放下 雖然 想通 了 該 做 的 事 也 都 做了 不管 是 充實 自己 還是 找 朋友 聊天 算命 等 心裡 仍然 有 遺憾 的 感覺 就 覺得 對方 外型 跟 個性 都 是 我 喜歡 的 就 差 在 其他 點不 適合 好 像 很 可惜 也 曾 鬼 打 牆過 分手時 有 好奇 問了 對方 喜歡 我 的 程度 1-10 分 他給 7 分 我 原先 以為 對 他 也 是 差不多 畢竟 沒有 在 一起 也 沒有 太多 回憶 緬懷 但是 分開 後 才 發現 我 對 他 的 喜歡 大概 有 到 8-9 分 不 知道 是不是 因為 印象 大多 都 是 美好 的 認識 期間 也 都 沒有 吵架 再 加上 我 比較 少動 心過 所以 覺得 很 不 捨 吧 PS 彼此 都 還是 同事 關係 分手時 沒有 第三者 或 其他 因素 有人 也 是 戀情 短暫 但是 結束 後 卻 花 很 長時間 復原 的嗎 想 知道 為 什麼 順便 想 請問 男生 打 7 分 到底 是 高 還不高呢 對方 是 有 喜歡 我 曖昧 時 可以 感受 得到 說 再見 時 雙方 也 都 有 難過 只不過 這 分數 可能 男女生 打分 標準 不太 一樣 10 16 更新 很 謝謝 幾個 網友 的 來信 安慰 在 這邊 回饋 一個 用 心理學 解釋 失戀 恢復期 很久 的 演講 影 片 約 十分鐘 當時 我邊 看邊 哭 哭 完後對 療傷 頗 有 幫助 希望 能 幫到 所有 失戀 的人 連結 https youtu be m1wn2lfucp0"
14,"分手後要加油","分手 後 要 加油 昨天 跟 妳 分手 了 哭 了 一 整晚 覺得 這個 世界 突然 變成 一片 黑暗 明明 前 幾天 都還 有說有笑 還會 吃醋 說 我心 裡 是不是 有 別人 還會 一起 打鬧 到 了 昨天 妳 突然 態度 大變 突然 變得 很 冷淡 密 妳 妳 也 已讀 不回 最後 妳 跟 我 提 分手 了 當下 我 也 同意 了 回想 交往 的 這一 年來 我們 從來 沒吵 過架 妳 的 生活 除了 我 就是 讀書 我 的 生活 除了 妳 也 是 讀書 所以 我們 都 很 珍惜 對方 因為 有 溫暖 的 陪伴 我 也 知道 妳 的 個性 妳是 個 遇到 想 拼 的 事 就 會 去 全力以赴 的 人 還有 妳 的 個性 也 很 堅強 是 個 分手 後 也 可以 繼續 專心 讀書 的 人 所以 當 妳 說出 分手時 我 想 妳 應該 也 是 下 了 很大 的 決心 吧 為 了 妳 的 學測 為 了 妳 的 未來 妳 選擇 斬斷 我們 之間 的 感情 想必 妳 也 是 很 痛苦 不過 為 了 我們 的 將來 現在 分手 或許 是 個 好 選擇 曾經 的 我們 就算 讀書 讀到 半夜 1 2 點 也 是 會 視訊 聊天 至少 半小時 因為 我們 都 很 想 對方 就算 隔天 上課 會 很 累 我們 也 不會 在意 每天 聽 妳 抱怨 學校 的 各種 大小事 聽 妳 各種 有趣 的 分享 想 起來 都 好開心 曾經 一起 去過 的 各種 景點 都 是 我們 寶貴 的 回憶 第一次 牽手 第一次 接吻 這些 我都還 記得 但是 我 知道 這種 生活 如果 再過 下去 的話 我們 的 身體 都 會 變差 考試成績 也 會 變差 所以 妳 做出 了 這個 決定 我 也 選擇 尊重 妳 的 決定 我 先 把 那些 美好 的 回憶 還有 對 妳 的 思念 跟 感情 收藏 起來 等 我們 考完 再 重新 回到 以前 那樣 吧 加油 Sent from JPTT on my OPPO CPH1851"
15,"分手後當朋友","分手 後當 朋友 分手 一個月 多 了 當初 電話 裡頭 的 你 希望 好聚好散 希望 還是 可以 當 朋友 雖然 我 的 理性 告訴 我 分手 是 對 的 但 我 的 感性 總在 晚上 讓 我 想 哭 你 說 分手 後當 朋友 但 總是 我 找 你 聊天 連 今天 我 生日 你 都 沒 跟 我 說 生日快樂 唉 說 分手 後 希望 可以 當 朋友 的 是不是 都 只是 說 說 的 只是 想 降低 自己 的 罪惡感 算了 當初 你 劈 腿 還說 我 很 自私 呢 說 什麼 不能 好好 祝你幸福 我 都 不 知道 想 同時 佔有 兩份 愛的 比較 自私 還是 把 你當 全世界 的 比較 自私 ㄏ ㄏ"
16,"分手了, 過了半年原來才知道原來是無縫","分手 了 過了 半年 原來 才 知道 原來 是 無縫 夜半 突然 收到 你 的 信 說 分手 半年 了 你 最近 遇見 了 一個 能 讓 你 釘下 心錨 的 人 他 能 指出 你 不足 的 地方 和 你 美好 的 地方 那 我呢 交往 期間 種種 的 照顧 也 是 想 讓你在 慌亂 的 環境 中 釘下 心錨 你 說切 水果 問早 問晚 陪 你 吃飯 都 是 正常 感情 中要 做 的 事情 你 怎 不 問問 背後 的 心意 是不是 也 想 撫慰 你 平時 工作 辛勞 大約 也 是 半年前 換到 北部 的 工作 環境 和 男生 朋友 出去 多出 了 沒 報備 的 行程 發 你 脾氣 叫做 不 信任 你 交往 期間 你 說 嫌 自己 胖 勸 你 少吃點 多 運動 被 你 解讀 成 我 在 嫌 你 胖 真的 相信 同樣 的 事情 有些 人 做 是 對 有些 人 怎麼 做 怎麼 曲解 自暴自棄 中 覺得 自己 的 一切 都 很 沒有 價值 Sent from JPTT on my iPhone"
17,"女友因為朋友跟我分手了","女友 因為 朋友 跟 我 分手 了 在 下 大 三生 我 前女友 是 我 高中同學 我們 從 高三 就 在 一起 到 現在 了 大學 為 了 她 我 讀 了 比 我 分數 低 的 學校 只為 了 跟 他 在 一起 同居 大學 兩年 我們 經歷 過 很多 我 心中 就 一直 等 畢業 就要 娶 她 了 連 求婚 方式 都 想 好 了 我們 在 朋友 眼中 被 認為 是 會 最早 結婚 的 一對 我們 都 跟 雙方 父母 都 很 熟 了 也 都 互相 住過 對方 家 了 我們 結婚 真的 是 我 這輩子 最 確定 的 事 了 在 這個 暑假 她 開始 跟 朋友 常常 出去玩 有 一次 她問 我 能 不能 去 夜店 她 之前 就問 很 多次 了 我 想到 夜店 心中 都 是 那種 可怕 的 畫面 因此 我們 都 沒 去過 想 說 暑假 就讓 她 去 一次 就 好 去 完 回來 我問 她 那裡 感覺 如何 她 只 跟 我 說 那裡 很 吵 不怎麼 想 去 了 結果 分手 後 就 常常 去 夜店 夜唱 什麼 的 我 知道 妳 不 歸 我 管 了 但 心中 總會 不 平衡 再來 就是 常常 跟 她 那個 朋友 去 哪裡 去 哪裡 都 粘著 她 直到 她 生日 那天 我 通常 都 會 在 她 生日 當天 請 她 吃 大餐 再給 她 三千塊 任意 買 她 喜歡 的 東西 我們 約 好 中午 吃 她 突然 傳 了 訊息 給我 說 我們 感情 淡 了 先當 朋友 什麼 的 我 當下 從 懷疑 到 哭泣 我 當時 人帶 著 我們 一起 養 的 柴犬 在 寵物 公園 我邊 騎 機車 邊哭 回家 此時 我 終於 知道 為 什麼 失戀 的 人 都 很 難 走 出來 當下 我 只 知道 如果 我 有 自殺 的 勇氣 我 一定 會 想不開 但 我 沒 那個 膽 我 原本 的 未來 藍圖 只差 了 一步 結婚 現在 我 只 渾渾噩噩 的過 大學 生活 我問 妳 為 什麼 妳 只 跟 我 說 對不起 是 我 的 錯 對不起 這句 話 好像 就 能 毀掉 三年 感情 似的 我 知道 這都 只是 人生 的 過程 我 也 很 想 走 出來 但 我 沒 辦法 她 朋友 她 也 才剛 分手 不到 一個月 就 跟 認識 不到 一個月 的 實習 員工 在 一起 我 本來 就 很 不 喜歡 她 了 她 也 會 表面 跟 別人 很 好 私底下 罵 她 我 前女友 也 說 她 這樣 很 不好 我 就 不 懂 那 妳 還跟 她 那 U 9 EBD 好 就 不要 有 一天 她 突然 背刺 妳 我 不斷 的 跟 自己 說 無情 的 人 是 妳 要 好好 的 愛 自己 以前 的 人 玩具 壞 了 只想 怎麼 把 它 修好 現在 的 人 玩具 壞 了 只想 換新 的 共勉 之"
18,"分手一個月了想討拍","分手 一個月 了 想 討 拍 被 交往 快 六年 的 男友 分手 至今 快 一個月 情緒 總是 一下 好 一下 壞 找遍 所有 可以 找 的 朋友 抒發 情緒 又 害怕 這些 朋友 覺得 我 很煩 想起 前男友 總是 對 我 抱怨 朋友 很多 羨慕 我 有 他 沒有 的 知心 好友 但 我 的 知心 好友 卻 不是 那種 會 一直 陪著 你 或 主動 關心 你 的 類型 其實 我 也 很 羨慕 前男友 擁有 一堆 會 主動 關心 他 找 他 出去玩 的 朋友 至少 我 知道 他們 在 知道 你 分手 會 找 你 出去 卻 不會 有人 找 我 出去 而 沒有 你 後 我心 裡更 感到 孤單 這個 月 徹底 了解 到 過去 我 把 我 自己 逼得 太緊 無形之中 造成 身邊 所有人 的 壓力 不管 是 工作 上 還是 感情 上 雖然 口口聲聲 說 不是 想 把 你 變成 我要 的 樣子 但 仔細 想想 我 確實 這樣 做 了 而且 越 逼 越緊 也 不再 在乎 那些 你 在乎 的 事情 分手 後 我 才 想通 我 只有 對 自己 好 才 會 真正 的 對 身邊 的 人 好 所以 我 努力 的 想 重建 自己 的 心靈 跟 生活 卻 忍不住 總是 會 胡思亂想 分手 前 就 跟 你 很 好 的 女性 好友 到底 是不是 你 的 新 追求 對象 情緒 反反覆覆 一天 拼著命 的 恨 你 想著 過去 所有 的 吵架 所有 的 不 適合 罵 著 你 的 分手 理由 很爛 覺得 我 浪費 太多 時間 在 你 身上 隔 一天 又 變成 想念 你 對 我 的 好 記著 我 的 愛好 對 我 撒嬌 哄 我 開心 我 忍不住 擔心 分手 後 你 的 狀況 是否 安好 還是 你 繼續 把 情緒 壓在心底 自己 承受 我 努力 的 用 恨 讓 自己 不要 愛你 卻 似乎 還是 要 靠 對 你 的 愛 轉化成 關懷 才能 慢慢 放下 一 開始 因為 你 說 了 一句 希望 以後 還是 可以 當 朋友 不忍心 刪掉 你 卻 看到 你 一直 貼 哀傷 的 情歌 同時 轉貼 電影 搶票 文 tag 你 的 女性 好友 我 不 知道 你 到底 在 哀悼 我們 的 愛情 還是 透過 那些 情歌 向 女性 好友 示愛 我 只 知道 不 刪掉 你 我 就 會 看 著 你 的 狀態 一直 胡思亂想 但 完全 改變 不了 已經 分手 的 事實 你 也許 精神 出軌 也 或許 沒有 但 這 無法 被 證明 我 也 相信 這 世界 上 很多 人 在 一段 關係 中 都 會 多少 精神 出軌 只是 理性 會 克制 情緒 告訴 自己 身邊 的 人才 是 自己 所愛 所以 不會 有所 行動 一直 過度 敏感 的 我 心底 其實 也 很 清楚 至少 分手 前 行為 上 你 沒有 做 任何 對不起 我 的 事 否則 不會 在 分手 前一天 還在 認真 地 關心 我 出去玩 注意 我 臨時 改 行程 安撫 我 喝醉 的 時候 拼命 跟 我 撒嬌 所以 就算 心中 的 惡魔 一直 希望 我 去 追出 答案 可是 有 答案 又 如何 如果 你 真的 沒有 那 只是 讓 我 在 你 心中 最後 的 記憶 更加 醜陋 如果 你 真的 有 那 我 除了 傷心 也 不能 獲得 什麼 但 我 也 不想 因為 想當 朋友 這句 話 一直 忍不住 看 你 的 狀態 折磨 自己 刪除 封鎖 你 的 一切 後 我 似乎 又 輕鬆 了 一些 要 不要 當 朋友 等 我 找回 我 自己 而且 不再 愛你 以後 再說 吧 分手 滿 一個月 我 繼續 努力 重新 拼湊 自己 很 幸運 的 是 從頭到尾 都 沒有 失眠 只是 很 容易 醒 在 還沒到 的 時間 醒來 是 最 可怕 的 會 整個 人 陷入 很 黑暗 的 情緒 瘦 了 五公斤 看起來 雖然 憔悴 但 回到 適合 自己 的 體重 只是 不能不 吃 了 上星期 差一點 暈倒 在 路上 以前 的 我 太 不愛我 自己 才 會 一直 追求 別人 要給 我 無盡 的 愛 也許 我 好好 的 愛 自己 之後 總會 遇到 能給 我 最 適合 我 的 愛情 吧 目前 還沒 走 出來 但 只要 一天 能 讓 自己 進步 1 都 是 好 的 近期 的 負面 情緒 實在 騷擾 太多 朋友 有點 害怕 已經 很少 朋友 了 又 被 我 嚇跑 一些 但 實在 很 想要 有個 可以 互動 的 地方 抒發 自己 的 心情 所以 想來 跟 大家 討個 拍 QQ"
19,"果然分手理由都是假的","果然 分手 理由 都 是 假 的 無 預警 的 分手 已經 五個 月 了 交往 一年 後 半年 因為 工作 關係 分隔 北高 兩地 分開 前 一兩個 月 知道 妳 跟 另 一位 同事 走 很 近 我們 見面 時 還會 跟 她 傳 訊息 是 位 女 同 妳 說 只是 好 朋友 我 也 相信 妳 跟 她 出去玩 我 也 沒有 管 畢竟 知道 遠距離 妳 需要 朋友 也 相信 妳會 拿捏 分寸 最後 那位 同事 向 她 告白 但 故意 等 她 看到 在 收回 訊息 她 沒有 回覆 但 有 告訴 我 並說 她 對 她 沒 感覺 所以 我 相信 她 分手時 妳 說 不 喜歡 我 不在 身邊 需要 我 的 時候 都 不在 感覺 有 我 沒 我 都 一樣 加上 之後 要 出國 一年 她 更 無法忍受 我試 著 挽回 但 徒勞 我 說 了 一些 感謝 她 的話 也 說 希望 她 能 遇到 更好 的 人 結果 她 說 她 很 反感 我 這樣 講 好像 她 是 喜歡 別人 才 分手 她 覺得 她 現在 適合 一個 人 我還 傻傻 相信 向 她 道歉 我 說錯 話 也 持續 想 挽回 問了 朋友 問了 網友 試 了 各種 方法 期間 也 有 不少 朋友 跟 網友 直斷 我 綠 了 我 選擇 盲目 的 相信 她 不會 騙 我 最後 那個 女生 在 我們 分手 後 持續 追 她 她 也 沒 拒絕 果然 一個月 後 她們 就 在 一起 了 兩個 月 就 公開 放閃 我們 在 一起 的 時候 從沒 看 她 社群 網站 放過 閃 然後 她 工作 關係 有外 派 大陸 的 機會 她 也 積極爭取 不是 無法忍受 遠距離 現在 她們 分隔 兩地 持續 放 閃 然後 輾轉 得知 當時 我 挽回 做 的 舉動 被 妳 拿來 當 現在 另一半 及 室友 茶餘飯後 的 話題 分手 頭 一個月 我 難過 食 不 下嚥 瘦 了 五公斤 分手時 妳 說 我 對 妳 很 好 不想 傷害 我 我們 還 可以 當朋子 我 也 相信 想像 朋友 一樣 找 妳 聊天 抱著 之後 還有 機會 的 想法 最後 換來 的 是 卑微 的 等 著 妳愛 回不回 的 敷衍 訊息 兩個 月 前 痛下 決定 不再 傳 訊息 也 加倍 自己 的 工作量 讓 自己 忙 不 去 想 但 每每 晚上 還是 會 夢到 妳 的 惡夢 驚醒 第一次 遇到 這樣 子 的 分手 算 劈 腿 還是 無縫 好像 也 沒什麼 差 了 很痛 的 一次 經驗 也 很 認真 的 學到 一課 果然 分手 理由 都 是 假 的 只是 對方 要 減輕 自己 罪 惡感 的 方式 而已 我會 繼續 努力 走出 這個 關"
20,"分手被封鎖","分手 被 封鎖 對於 分手 後 封鎖 我 曾經 也 是 那種 不如意 的 分開 就 不想 看見 對方 就要 把 他 趕出 我 的 世界 全部 封鎖 一塵不染 那種 直到 前前 前 死 了 他媽的 真的 死 了 真的 變成 灰 一塵不染 真的 100 滾出 我 的 世界 我 才 驚覺 一個 人 出現 在 你 的 生命 中是 多麼 可貴 的 緣份 曾經 牽手 擁抱 陪伴 彼此 走過 一段路 哪怕 沒有 走到 最後 我 也 感謝 你 的 出現 讓 我 這 又臭又長 的 人生 其中 的 幾百 天 幾千 天 有 那麼 一點 不 一樣 我 不 想要 誰 再 滾出 我 的 世界 他 聽過 也 看過 我 被 別人 封鎖 的 時候 有 多 痛苦 真的 跟 死 了 沒 差別 這個 舉動 就 就 像 在 昭告 我 滾出 我 的 世界 啦 我 的 世界 沒有 你 會 更 美好 那 時候 信誓旦旦 承諾 我 我 明白 你 的 心情 了 以後 不管 我們 怎麼樣 我 都 不會 封鎖 你的 上個 禮拜 談 分手 是 因為 我 的 工作 導致 我們 聚少離多 與 對 未來 的 想法 不 一致 和平 分手 的 我 沒有 吵 沒有 鬧 沒有 哭 但 他 知道 我會 難過 還跟 我 說 不要 難過 我 不會 封鎖 你 的 你 有 什麼 事 還是 可以 跟 我說 這 一個 禮拜 我 也 沒 跟 他 說話 也 沒發 任何 動態 想 說 剛分 大家 都 不好受 不要 互相 打擾 然後 就 被 封鎖 了 點是 什麼 啦 我 到底 做 了 什麼 他明 知道 這麼 做 我會 憂鬱 爆 還是 故意 做 了 好像 幾百 天 幾千 天 的 情份 是 假 的 朋友 都 說 妳 都 經歷 過 男朋友 死過 了 分手 封鎖 這 芝麻小事 還好 吧 沒有 我 就是 玻璃 封鎖 這個 智障 功能 就是 永遠 能 讓 我 想到 我 跟前 前前 互相 封鎖 然後 他 就掛 了 讓 我 覺得 封鎖 88 我掛 了 滾出 我 的 世界 感恩 我愛過 的 人 又掛 了 又 滾出 我 的 世界 了 罵 我 趕快 罵 我 罵 醒 我 的 玻璃心"
21,"分手可以聽的歌","分手 可以 聽的歌 分手 快 一個月 了 我 是 提 分手 的 那方 沒有 第三者 沒有 爭吵 原因 是 覺得 彼此 感 情變 了 一 開始 覺得 好不容易 兩個 人 有緣 能 在 一起 怎能 因為 好像 淡 了 就 輕易 分開 但試 了 許多 還是 沒有 好轉 越來越 遠 再 拖下去 不僅 耽誤 了 他 可能 最後 也 會 不歡而散 雖然 現在 也 差不多 成 了 陌生人 所以 選擇 分手 最後 對方 說 我 唯一 的 錯 就是 不一 開始 就 承 認 我 已經 不愛了 現在 一個 人 的 時候 還是 常 想到 對方 想到 一起 去過 的 地方 做過 的 事 想到 明明 曾經 那 麼 好 想到 原本 約 好 今年 年 假要 一起 出遊 雖然 我 是 提 分手 的 一方 可是 我 真的 不好受 我 也 想 能 和 人 好好 長久 的 在 一起 相愛 目 前 就是 分散 注意力 聽聽 歌 希望 自己 趕快 釋懷 希望 大家 能 推薦 一些 歌給 我 聽 因為 失戀 的 歌 好像 幾乎 都 是 被 分手 那方 的 歌 說真的 很 迷惘 真的 有能 一直 保有 愛的 感情 嗎 最後 下面 是 我 最近 常 聽的歌 蛋堡 我們 都 有 問題 即使 不能 歡送 彼此 讓 我們 想起 初衷 不是 比較 是 微笑 不是 計較 著 把 什麼 賠掉 笑 著 接受 緣份 是 難以預料 的 不管 被 加入 還是 去掉 了 告五人 在 這座 城市 遺失 了 你 而 我 在 這座 城市 失去 了 你 輸給 欲望 高漲 的 自己 不是 妳 過分 的 感情 而 我愛你 而 愛 無法 撐起 想 擁有 的 想 擁抱 的 以為 能 通向 領悟 的 結局 四分 衛 當 我們 不在 一起 為 什麼 情到 深處 肩並 著 肩 卻 又 走散 了 每 一天 我 努力 著 把 清晰 的 全都 模糊 了 親愛 的 你 已經 不在 我 身邊 說真的 當 我們 不在 一起 好多 日子 啊 雨 總是 下個 不停 我 記得 當 我們 還在 一起 擁有 彼此 的 氣息 也 想像 不到 現在 的 我們 練習 分離 謝謝 大家 Sent fromBePTTon my Samsung SM G960F"
22,"分手後的心情","分手 後 的 心情 分手 幾個 月 了 也 爬 文 搜尋 能 做 的 事 但 真的 沒有 一件 事 做 完 是 真正 開心 的 每天 像 行屍走肉 的 一樣 工作 運動 健身 學新 事物 認識 新 朋友 該 做 的 都 做 了 每天 也 努力 不 回想 那些 回憶 該刪 的 都 刪了 但 最 痛苦 的 是 每天 心痛 驚醒 時 又 要 再 一次 承認 妳 已 不在 我 身邊 的 事實 好 想 找回 以前 那個 愛笑 又 開朗 的 我 我要 加油 我 真的 要 加油"
23,"劈腿分手的前任秒婚","劈 腿 分手 的 前任 秒 婚 手機 排版 敬請 見諒 去年底 我 跟 交往 兩年 的 前任 男友 分手 原因 如題 當天 發現 我賞 了 他 巴掌 趕 他 離開 我家 這是 我 連續 被 劈 腿 所以 我 折磨 自己 檢討 是不是 我 的 問題 那 段時間 很 難受 分手 後 他 也 有 挽回 還說 準備 婚戒 想 跟 我 結婚 多久 都 會 等 我 等等 幹話 劈 腿 的 對象 是 他 的 初戀女友 他 後 來說 對方 沒有 我 好 跟 成熟 諸如此類 到 最後 我 記得 他 說 我 再也 不想 跟 任何人 交往 我 脫離 這 糟糕 的 人 鬆 了 大大 一口氣 後來 才 發現自己 在 這段 感情 一直 硬撐 分手 後 8 個 月 我 看到 他 家人 的 限時 動態 影片 中 那位 新郎 的 側臉 好 眼熟 咦 不 就是 我 前男友 嗎 當下 我 腦子 真的 轟隆轟隆 根本 短路 狀態 了 五味雜陳 說不上 難過 也 不是 連續劇 的 悲 情感 覺得 太 複雜 若 如果 是 難過 也 不 完全 因為 離開 他 後 我過 的 很 好 也 遇到 疼愛 我 的 對象 或許 這 難以 敘述 的 感覺 應該 是 為 我 逝去 的 兩年 時光 才 認清 一個 不 適合 自己 的 人 浪費時間 最終 還是 謝謝 他 也 希望 他 能 好好 維持 這段 婚姻 何況 維持 婚姻 是 不 容易 的 燦 笑 那個 初戀女友 我 想 你 這麼 喜歡 為 了 他當 第三者 修成 正果 就別 放生 了 衝擊 感 留在 這裡 了 我 也 消化 了 差不多 希望 大家 可以 遇見 真心誠意 的 另一半 不要 有 這種 風趣 的 故事"
